GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN,MODEL,STARTUP,SHUTDOWN,NCOST,LINEAR,FIXED,GenType,GenFuel,GenID,FuelType,EIAPlantCode,EIAPC-IDorPC-UC,Supplemental_ID
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,2,LFG (Landfill Gas),56250,56250-GEN2,GEN2
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207,0,IC (Internal Combustion),other,3,LFG (Landfill Gas),56250,56250-GEN3,GEN3
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207,0,IC (Internal Combustion),other,4,LFG (Landfill Gas),56250,56250-GEN4,GEN4
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,5,LFG (Landfill Gas),56250,56250-GEN5,GEN5
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,6,LFG (Landfill Gas),56250,56250-GEN6,GEN6
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,7,LFG (Landfill Gas),56250,56250-GEN7,GEN7
212,0,0,0.6,-0.4,1.02,100,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,8,LFG (Landfill Gas),56250,56250-GEN8,GEN8
212,0,0,1.1,-0.9,1.02,100,0,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,9,LFG (Landfill Gas),56250,56250-GEN10,GEN10
212,0,0,1.1,-0.9,1.02,100,0,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,10,LFG (Landfill Gas),56250,56250-GEN11,GEN11
212,0,0,1.1,-0.9,1.02,100,0,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,IC (Internal Combustion),other,11,LFG (Landfill Gas),56250,56250-GEN9,GEN9
234,0,0,0.8,-0.6,1.02,100,0,1.1,0.5,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,1,DFO (Distillate Fuel Oil),54593,54593-GEN3,GEN3
234,0,0,49.649999,-46.340001,1.02,100,0,66.2,48.800001,0,0,0,0,0,0,0,510,1530,0,0,0,0,0,0,2,591,0,2,22.87600465,301.0393796,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),54593,54593_CC01,Batavia Power Plant
250,0.392088,0.3,0.3,-0.2,1.02,100,1,0.4,0.1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),10025,10025-KPR1,KPR1
250,0,0,2.1,-1.7,1.02,100,0,3,0.4,0,0,0,0,0,0,0,0.0572,0.1716,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,2,BIT (Bituminous Coal),10025,10025-75TG,75TG
250,0,0,8.8,-6.9,1.02,100,0,12.5,4,0,0,0,0,0,0,0,0.325,0.975,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,3,BIT (Bituminous Coal),10025,10025-22TG,22TG
250,12.546818,9,9,-7,1.02,100,1,12.800001,0,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,4,WAT (Water),2641,2641-2,2
250,12.546818,9,9,-7,1.02,100,1,12.800001,0,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,5,WAT (Water),2641,2641-HY1,HY1
250,0,0,10.5,-8.3,1.02,100,0,15.000001,4,0,0,0,0,0,0,0,0.39,1.17,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,6,BIT (Bituminous Coal),10025,10025-17TG,17TG
250,17.643961,12.6,12.6,-9.9,1.02,100,1,18.000001,0,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,7,WAT (Water),2641,2641-HY3,HY3
250,0,0,17.900001,-14.1,1.02,100,0,25.600001,5,0,0,0,0,0,0,0,0.6656,1.9968,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,8,BIT (Bituminous Coal),10025,10025-41TG,41TG
250,0,0,17.900001,-14.1,1.02,100,0,25.600001,5,0,0,0,0,0,0,0,0.6656,1.9968,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,9,BIT (Bituminous Coal),10025,10025-42TG,42TG
250,0,0,17.900001,-14.1,1.02,100,0,25.600001,5,0,0,0,0,0,0,0,0.6656,1.9968,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,10,BIT (Bituminous Coal),10025,10025-43TG,43TG
250,0,0,17.900001,-14.1,1.02,100,0,25.600001,5,0,0,0,0,0,0,0,0.6656,1.9968,0,0,0,0,0,0,2,5000,1000,2,40,2400,ST (Steam Turbine),coal,11,BIT (Bituminous Coal),10025,10025-44TG,44TG
284,24.841583,12.00477,17.5,-13.8,1.02,100,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2.5,250,ST (Steam Turbine),other,1,MSW (Municipal Solid Waste),50472,50472-GEN1,GEN1
284,24.841583,12.00477,17.5,-13.8,1.02,100,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,ST (Steam Turbine),other,2,MSW (Municipal Solid Waste),50472,50472-GEN2,GEN2
317,59.520429,-0.357184,44.925001,-41.929999,1.02,100,1,59.899998,40.000001,0,0,0,0,0,0,0,490,1470,0,0,0,0,0,0,2,578,0,2,31.56870165,329.5379102,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),50451,50451_CC1,Indeck Yerkes Energy Center
339,39.249703,21.100989,27.700001,-21.699999,1.02,100,1,39.500001,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2.5,250,ST (Steam Turbine),other,1,MSW (Municipal Solid Waste),50662,50662-GEN1,GEN1
357,877.702904,-37.738255,618.300009,-485.79998,1.02,100,1,883.300018,661.999989,0,0,0,0,0,0,0,22.2014,66.6042,0,0,0,0,0,0,2,50000,20000,2,0,0,ST (Steam Turbine),nuclear,1,NUC (Nuclear),6110,6110-1,1
358,542.534351,-29.686269,407.175016,-380.029988,1.02,100,1,542.89999,225,0,0,0,0,0,0,0,900,2700,0,0,0,0,0,0,2,5655,0,2,14.12547014,1735.556719,CC (Combined Cycle Generic),ng,C3,NG (Natural Gas),54547,54547_BLK1,Sithe Independence Station
358,543.200016,-29.686269,407.399988,-380.240011,1.02,100,1,543.200016,225,0,0,0,0,0,0,0,900,2700,0,0,0,0,0,0,2,5655,0,2,15.67151405,1114.531084,CC (Combined Cycle Generic),ng,C4,NG (Natural Gas),54547,54547_BLK2,Sithe Independence Station
368,29.809901,6.418672,20.999999,-16.500001,1.02,100,1,30.000001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,1,WND (Wind),55790,55790-1,1
378,3.92088,1.87641,2.8,-2.2,1.02,100,1,4,2.8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2552,2552-1,1
378,3.92088,1.87641,2.8,-2.2,1.02,100,1,4,2.8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,2,WAT (Water),2552,2552-2,2
378,3.92088,1.87641,2.8,-2.2,1.02,100,1,4,2.8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,3,WAT (Water),2552,2552-3,3
381,0,0,0.8,-0.6,1.02,100,0,1.1,0.2,0,0,0,0,0,0,0,2.2,6.6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,1,DFO (Distillate Fuel Oil),50744,50744-GEN3,GEN3
381,63.793194,1.546659,48.15,-44.940001,1.02,100,1,64.200002,47,0,0,0,0,0,0,0,540,1620,0,0,0,0,0,0,2,641,0,2,22.00114557,261.5422658,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),50744,50744_CC1,Sterling Power Plant
395,32.790887,-17.395757,23.100001,-18.2,1.02,100,1,33.000001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,1,WND (Wind),56290,56290-2,2
395,60.613459,-17.395757,42.699999,-33.6,1.02,100,1,61.000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,2,WND (Wind),56290,56290-1A,1A
395,90.423363,-17.395757,63.700002,-50.099999,1.02,100,1,91.000003,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,3,WND (Wind),56290,56290-3,3
395,136.131895,-17.395757,95.899999,-75.400001,1.02,100,1,137,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,4,WND (Wind),56290,56290-1,1
399,73.531085,4.262559,51.800001,-40.700001,1.02,100,1,74.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,1,WND (Wind),57287,57287-1,1
405,25.485721,-3.762511,18.2,-14.300001,1.02,100,1,25.999999,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2613,2613-1,1
406,14.703302,-1.371508,10.5,-8.3,1.02,100,1,15.000001,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2547,2547-1,1
407,24.5055,-3.852525,17.5,-13.8,1.02,100,1,25,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2600,2600-1,1
408,23.525281,-3.517215,16.8,-13.2,1.02,100,1,23.999999,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2562,2562-1,1
409,20.584621,1.914681,14.7,-11.6,1.02,100,1,20.999999,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2611,2611-1,1
463,1.274286,-0.163852,0.9,-0.7,1.02,100,1,1.3,0.2,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2609,2609-6,6
463,6.861541,-0.163852,4.9,-3.9,1.02,100,1,7,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,2,WAT (Water),2609,2609-1,1
463,6.861541,-0.163852,4.9,-3.9,1.02,100,1,7,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,3,WAT (Water),2609,2609-2,2
463,6.861541,-0.163852,4.9,-3.9,1.02,100,1,7,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,4,WAT (Water),2609,2609-3,3
463,6.861541,-0.163852,4.9,-3.9,1.02,100,1,7,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,5,WAT (Water),2609,2609-4,4
463,6.861541,-0.163852,4.9,-3.9,1.02,100,1,7,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,6,WAT (Water),2609,2609-5,5
469,14.308752,5.475864,10.1,-7.9,1.02,100,1,14.399999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,ST (Steam Turbine),other,1,MSW (Municipal Solid Waste),10503,10503-GEN1,GEN1
474,8.821981,6.3,6.3,-5,1.02,100,1,9,4,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2612,2612-8,8
474,46.070346,19.382879,32.9,-25.9,1.02,100,1,47,8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,2,WAT (Water),2612,2612-9,9
492,0,0,29.499999,-23.199999,1.02,100,0,42.1,2,0,0,0,0,0,0,0,15.6,46.8,0,0,0,0,0,0,2,2500,0,2,234.6,4876,ST (Steam Turbine),dfo,1,DFO (Distillate Fuel Oil),54099,54099-GEN1,GEN1
508,0,0,80.400002,-75.040001,1.02,100,0,107.200003,56,0,0,0,0,0,0,0,300,900,0,0,0,0,0,0,2,1055,0,2,22.41639194,189.4071384,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),10725,10725_F801,Selkirk Cogen
508,338.333488,-22.136131,254.099989,-237.159991,1.02,100,1,338.800001,100.999999,0,0,0,0,0,0,0,300,900,0,0,0,0,0,0,2,3331,0,2,26.74196512,-287.138198,CC (Combined Cycle Generic),ng,C2,NG (Natural Gas),10725,10725_F802,Selkirk Cogen
526,17.643961,2.042538,12.6,-9.9,1.02,100,1,18.000001,1,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2627,2627-GRHM,GRHM
535,41.634494,-23,29.300001,-23,1.02,100,1,41.9,5,0,0,0,0,0,0,0,200,600,0,0,0,0,0,0,2,2000,0,2,200.1,3220,GT (Gas Turbine),dfo,1,DFO (Distillate Fuel Oil),2632,2632-SHOE,SHOE
535,769.999981,-65.95515,577.50001,-538.999987,1.02,100,1,769.999981,385.99999,0,0,0,0,0,0,0,900,2700,0,0,0,0,0,0,2,7554,0,2,23.34,900,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),56940,56940_G921,CPV Valley Energy Center
546,46.205348,32.600001,32.600001,-25.600001,1.02,100,1,46.5,5,0,0,0,0,0,0,0,219,657,0,0,0,0,0,0,2,2000,0,2,200.1,3220,GT (Gas Turbine),dfo,1,DFO (Distillate Fuel Oil),2628,2628-GEN1,GEN1
547,0,0,0.1,-0.1,1.02,100,0,0.2,0.1,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,1,DFO (Distillate Fuel Oil),62423,62423-778NG,778NG
547,0,0,0.3,-0.2,1.02,100,0,0.4,0.3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,2,DFO (Distillate Fuel Oil),62423,62423-777NG,777NG
547,0,0,0.6,-0.4,1.02,100,0,0.8,0.2,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,3,DFO (Distillate Fuel Oil),62423,62423-771NG,771NG
547,0,0,0.7,-0.6,1.02,100,0,1,0.1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,4,DFO (Distillate Fuel Oil),62423,62423-735G2,735G2
547,0,0,0.7,-0.6,1.02,100,0,1,0.3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,5,DFO (Distillate Fuel Oil),62423,62423-777G1,777G1
547,0,0,0.7,-0.6,1.02,100,0,1,0.2,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,6,DFO (Distillate Fuel Oil),62423,62423-785G1,785G1
547,0,0,1.1,-0.8,1.02,100,0,1.5,0.1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,7,DFO (Distillate Fuel Oil),62423,62423-735G1,735G1
547,0,0,1.1,-0.8,1.02,100,0,1.5,0.1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,8,DFO (Distillate Fuel Oil),62423,62423-745G1,745G1
547,0,0,1.1,-0.8,1.02,100,0,1.5,0.3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,9,DFO (Distillate Fuel Oil),62423,62423-745G2,745G2
547,0,0,1.4,-1.1,1.02,100,0,2,0.3,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,10,DFO (Distillate Fuel Oil),62423,62423-795G1,795G1
547,0,0,1.4,-1.1,1.02,100,0,2,0.3,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,11,DFO (Distillate Fuel Oil),62423,62423-795G2,795G2
547,0,0,1.8,-1.4,1.02,100,0,2.5,0.3,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,12,DFO (Distillate Fuel Oil),62423,62423-765G1,765G1
552,15.898612,-8.8,11.2,-8.8,1.01,100,1,16,10.6,0,0,0,0,0,0,0,83,249,0,0,0,0,0,0,2,500,0,2,200.1,3220,GT (Gas Turbine),dfo,1,DFO (Distillate Fuel Oil),2517,2517-GT1,GT1
552,0,0,37.099999,-29.2,1.01,100,0,52.999997,37,0,0,0,0,0,0,0,233.5,700.5,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,2,NG (Natural Gas),2517,2517-GT2,GT2
552,0,0,37.099999,-29.2,1.01,100,0,52.999997,37,0,0,0,0,0,0,0,235.5,706.5,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,3,NG (Natural Gas),2517,2517-GT3,GT3
552,186.808717,-99.000371,131.599998,-103.400004,1.01,100,1,188,15.000001,0,0,0,0,0,0,0,75.68,227.04,0,0,0,0,0,0,2,2500,0,2,30.41682586,264.489799,ST (Steam Turbine),ng,4,NG (Natural Gas),2517,2517-3,3
552,186.808717,-99.000371,131.599998,-103.400004,1.01,100,1,188,15.000001,0,0,0,0,0,0,0,77.88,233.64,0,0,0,0,0,0,2,2500,0,2,28.54691148,418.8216383,ST (Steam Turbine),ng,5,NG (Natural Gas),2517,2517-4,4
554,229.999995,-199.677372,261.675,-244.230008,1.01,100,1,348.899984,229.999995,0,0,0,0,0,0,0,600,1800,0,0,0,0,0,0,2,3859,0,2,21.90853059,-366.819829,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),56234,56234_CC01,Caithness Long Island Energy Center
556,528.000021,364.368725,396.000004,-369.60001,1.02,100,1,528.000021,202.999997,0,0,0,0,0,0,0,900,2700,0,0,0,0,0,0,2,5810,0,2,18.72166488,1340.379444,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),56196,56196_CC1,500MW CC
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,227.5,682.5,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,1,NG (Natural Gas),55243,55243-3-2,44622
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,224,672,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,2,NG (Natural Gas),55243,55243-4-1,44652
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,233,699,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,3,NG (Natural Gas),55243,55243-3-4,44624
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,226,678,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,4,NG (Natural Gas),55243,55243-3-3,44623
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,229,687,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,5,NG (Natural Gas),55243,55243-2-2,44594
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,235,705,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,6,NG (Natural Gas),55243,55243-2-3,44595
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,220,660,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,7,NG (Natural Gas),55243,55243-4-4,44655
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,233,699,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,8,NG (Natural Gas),55243,55243-2-4,44596
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,222.5,667.5,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,9,NG (Natural Gas),55243,55243-3-1,44621
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,223,669,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,10,NG (Natural Gas),55243,55243-4-3,44654
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,214,642,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,11,NG (Natural Gas),55243,55243-4-2,44653
557,41.634494,6.226598,29.300001,-23,1.02,100,1,41.9,18.6,0,0,0,0,0,0,0,230,690,0,0,0,0,0,0,2,2000,0,2,29.4,112,GT (Gas Turbine),ng,12,NG (Natural Gas),55243,55243-2-1,44593
562,213.63759,-24.751927,150.5,-118.299997,1.02,100,1,215.00001,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,WT (Wind Turbine),wind,1,WND (Wind),56857,56857-GEN1,GEN1
563,71.543759,28.956228,54.000002,-50.400001,1.02,100,1,72.000003,50,0,0,0,0,0,0,0,300,900,0,0,0,0,0,0,2,788,0,2,28.38878185,-179.7337242,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),10190,10190_CCCC,Castleton Energy Center
564,18.48214,-5.075241,13,-10.2,1.01,100,1,18.6,12,0,0,0,0,0,0,0,98.5,295.5,0,0,0,0,0,0,2,500,0,2,200.1,3220,GT (Gas Turbine),dfo,1,DFO (Distillate Fuel Oil),2518,2518-GT2,GT2
564,52.564788,-5.075241,37,-29.100001,1.01,100,1,52.899998,39.399999,0,0,0,0,0,0,0,325,975,0,0,0,0,0,0,2,500,0,2,200.1,3220,GT (Gas Turbine),dfo,2,DFO (Distillate Fuel Oil),2518,2518-GT1,GT1
565,59.321702,41.800001,41.800001,-32.800001,1.02,100,1,59.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2.5,250,ST (Steam Turbine),other,1,MSW (Municipal Solid Waste),50882,50882-GEN1,GEN1
569,0,0,0.3,-0.2,1.01,100,0,0.4,0.4,0,0,0,0,0,0,0,0.8,2.4,0,0,0,0,0,0,2,500,0,2,207,0,IC (Internal Combustion),dfo,1,DFO (Distillate Fuel Oil),50292,50292-GEN4,GEN4
569,0,0,41.999999,-33.000001,1.01,100,0,60.000002,34.999999,0,0,0,0,0,0,0,248,744,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,6,NG (Natural Gas),50292,50292-GEN5,GEN5
569,83.070254,-28.121322,62.699997,-58.520001,1.01,100,1,83.600003,34.999999,0,0,0,0,0,0,0,500,1500,0,0,0,0,0,0,2,590,0,2,14.92952298,216.1806621,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),50292,50292_G602,Bethpage Power Plant
569,95.999998,-28.121322,72.000003,-67.199999,1.01,100,1,95.999998,40.000001,0,0,0,0,0,0,0,720,2160,0,0,0,0,0,0,2,840,0,2,27.80251679,-125.0079213,CC (Combined Cycle Generic),ng,C2,NG (Natural Gas),50292,50292_G603,Bethpage Power Plant
570,120.432007,73.462266,90.899998,-84.84,1.02,100,1,121.200001,66.000003,0,0,0,0,0,0,0,1070,3210,0,0,0,0,0,0,2,1259,0,2,24.63264137,452.0948561,CC (Combined Cycle Generic),ng,C1,NG (Natural Gas),54114,54114_CC1,Kennedy International Airport Cogen
571,1,12.6,12.6,-9.9,1.02,100,1,18.000001,1,0,0,0,0,0,0,0,75,225,0,0,0,0,0,0,2,2000,0,2,31.5,120,GT (Gas Turbine),ng,1,NG (Natural Gas),2490,2490-GT1,GT1
571,170.950401,39.452526,239.400005,-188.100004,1.02,100,1,342.000008,89.999998,0,0,0,0,0,0,0,136.64,409.92,0,0,0,0,0,0,2,2500,0,2,31.5,660,ST (Steam Turbine),ng,2,NG (Natural Gas),2490,2490-2,2
571,535.500002,39.452526,374.900007,-294.499993,1.02,100,1,535.500002,150,0,0,0,0,0,0,0,208.92,626.76,0,0,0,0,0,0,2,2500,0,2,31.5,660,ST (Steam Turbine),ng,3,NG (Natural Gas),2490,2490-3,3
571,129.999995,39.452526,9900,-9900,1.02,100,1,129.999995,129.999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,proxy,import,x,import,,,LINDEN VFT
573,3.528792,-1.528576,2.5,-2,1.02,100,1,3.6,0.5,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),50512,50512-GEN3,GEN3
573,14.213191,-1.528576,10.2,-8,1.02,100,1,14.5,2.2,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,2,WAT (Water),50512,50512-GEN1,GEN1
573,14.213191,-1.528576,10.2,-8,1.02,100,1,14.5,2.2,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,3,WAT (Water),50512,50512-GEN2,GEN2
575,4.9011,3.5,3.5,-2.8,1.02,100,1,5,2.8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,1,WAT (Water),2569,2569-1,1
575,4.9011,3.5,3.5,-2.8,1.02,100,1,5,2.8,0,0,0,0,0,0,0,5000,15000,0,0,0,0,0,0,2,0,0,2,0,0,HY (Hydro),hydro,2,WAT (Water),2569,2569-2,2
577,16.892277,1.477275,11.9,-9.4,1.01,100,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,ST (Steam Turbine),other,1,MSW (Municipal Solid Waste),50649,50649-GEN1,GEN1
